record_type,hand_number,step_index,player_id,action,amount,street,button_seat,sb_seat,bb_seat,sb_amount,bb_amount,data_json
action,12,3,claude_4_6_opus,call,,preflop,3,4,5,2,5,
action,12,4,gemini_3_1,fold,,preflop,3,4,5,2,5,
action,12,5,deepseek_v3_2,raise,15,preflop,3,4,5,2,5,
action,12,6,mistral_large_3,fold,,preflop,3,4,5,2,5,
action,12,7,gpt_5_4,call,,preflop,3,4,5,2,5,
action,12,8,claude_4_6_opus,call,,flop,3,4,5,2,5,
board,12,8,,,,flop,3,4,5,2,5,"{""community_cards"": [""5D"", ""3D"", ""2D""], ""street"": ""flop""}"
action,12,9,deepseek_v3_2,bet,35,flop,3,4,5,2,5,
action,12,10,gpt_5_4,call,,flop,3,4,5,2,5,
action,12,11,claude_4_6_opus,fold,,turn,3,4,5,2,5,
board,12,11,,,,turn,3,4,5,2,5,"{""community_cards"": [""5D"", ""3D"", ""2D"", ""7C""], ""street"": ""turn""}"
action,12,12,deepseek_v3_2,bet,85,turn,3,4,5,2,5,
action,12,13,gpt_5_4,call,,river,3,4,5,2,5,
board,12,13,,,,river,3,4,5,2,5,"{""community_cards"": [""5D"", ""3D"", ""2D"", ""7C"", ""QD""], ""street"": ""river""}"
action,12,14,deepseek_v3_2,check,,none,,,,2,5,
board,12,14,,,,none,,,,2,5,"{""community_cards"": [], ""street"": ""none""}"
hand_end,12,,,,,,,,,,,"{""winners"": [{""hand_name"": ""Flush"", ""player_id"": ""gpt_5_4"", ""seat"": 1, ""amount"": 290}], ""last_pot"": 0}"
hand_start,13,,,,,,4,5,6,2,5,"{""stacks_before_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 908}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 955}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 941}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 853}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 1017}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1326}}, ""stacks_after_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 908}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 955}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 941}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 853}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 1015}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1321}}, ""pot"": 7, ""hole_cards_by_player"": {""claude_4_6_opus"": [""5D"", ""7H""], ""gpt_5_4"": [""10H"", ""7S""], ""deepseek_v3_2"": [""8D"", ""AH""], ""gemini_3_1"": [""AS"", ""JS""], ""grok_ai"": [""10S"", ""5C""], ""mistral_large_3"": [""KS"", ""4S""]}, ""community_cards"": []}"
action,13,1,gpt_5_4,fold,,preflop,4,5,6,2,5,
action,13,2,claude_4_6_opus,fold,,preflop,4,5,6,2,5,
action,13,3,gemini_3_1,raise,15,preflop,4,5,6,2,5,
action,13,4,deepseek_v3_2,fold,,preflop,4,5,6,2,5,
action,13,5,mistral_large_3,fold,,preflop,4,5,6,2,5,
action,13,6,grok_ai,fold,,none,,,,2,5,
hand_end,13,,,,,,,,,,,"{""winners"": [{""hand_name"": ""fold"", ""player_id"": ""gemini_3_1"", ""seat"": 3, ""amount"": 22}], ""last_pot"": 0}"
hand_start,14,,,,,,5,6,1,2,5,"{""stacks_before_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 908}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 955}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 948}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 853}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 1015}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1321}}, ""stacks_after_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 903}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 955}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 948}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 853}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 1015}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1319}}, ""pot"": 7, ""hole_cards_by_player"": {""claude_4_6_opus"": [""8C"", ""3C""], ""gpt_5_4"": [""KC"", ""QC""], ""deepseek_v3_2"": [""KH"", ""9D""], ""gemini_3_1"": [""4S"", ""3S""], ""grok_ai"": [""10C"", ""9C""], ""mistral_large_3"": [""7S"", ""KD""]}, ""community_cards"": []}"
action,14,1,claude_4_6_opus,fold,,preflop,5,6,1,2,5,
action,14,2,gemini_3_1,fold,,preflop,5,6,1,2,5,
action,14,3,deepseek_v3_2,fold,,preflop,5,6,1,2,5,
action,14,4,mistral_large_3,fold,,preflop,5,6,1,2,5,
action,14,5,grok_ai,raise,15,preflop,5,6,1,2,5,
action,14,6,gpt_5_4,raise,45,preflop,5,6,1,2,5,
action,14,7,grok_ai,call,,flop,5,6,1,2,5,
board,14,7,,,,flop,5,6,1,2,5,"{""community_cards"": [""4D"", ""7H"", ""10H""], ""street"": ""flop""}"
action,14,8,grok_ai,bet,60,flop,5,6,1,2,5,
action,14,9,gpt_5_4,call,,turn,5,6,1,2,5,
board,14,9,,,,turn,5,6,1,2,5,"{""community_cards"": [""4D"", ""7H"", ""10H"", ""JD""], ""street"": ""turn""}"
action,14,10,grok_ai,bet,100,turn,5,6,1,2,5,
action,14,11,gpt_5_4,call,,river,5,6,1,2,5,
board,14,11,,,,river,5,6,1,2,5,"{""community_cards"": [""4D"", ""7H"", ""10H"", ""JD"", ""3D""], ""street"": ""river""}"
action,14,12,grok_ai,bet,150,river,5,6,1,2,5,
action,14,13,gpt_5_4,call,,none,,,,2,5,
board,14,13,,,,none,,,,2,5,"{""community_cards"": [], ""street"": ""none""}"
hand_end,14,,,,,,,,,,,"{""winners"": [{""hand_name"": ""Pair"", ""player_id"": ""grok_ai"", ""seat"": 6, ""amount"": 710}], ""last_pot"": 0}"
hand_start,15,,,,,,6,1,2,2,5,"{""stacks_before_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 553}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 955}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 948}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 853}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 1015}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1676}}, ""stacks_after_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 551}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 950}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 948}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 853}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 1015}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1676}}, ""pot"": 7, ""hole_cards_by_player"": {""claude_4_6_opus"": [""7C"", ""5S""], ""gpt_5_4"": [""8C"", ""7S""], ""deepseek_v3_2"": [""9C"", ""6S""], ""gemini_3_1"": [""4H"", ""3D""], ""grok_ai"": [""10C"", ""8D""], ""mistral_large_3"": [""QS"", ""4S""]}, ""community_cards"": []}"
action,15,1,gemini_3_1,fold,,preflop,6,1,2,2,5,
action,15,2,deepseek_v3_2,fold,,preflop,6,1,2,2,5,
action,15,3,mistral_large_3,fold,,preflop,6,1,2,2,5,
action,15,4,grok_ai,raise,15,preflop,6,1,2,2,5,
action,15,5,gpt_5_4,call,,preflop,6,1,2,2,5,
action,15,6,claude_4_6_opus,fold,,flop,6,1,2,2,5,
board,15,6,,,,flop,6,1,2,2,5,"{""community_cards"": [""3H"", ""9S"", ""QC""], ""street"": ""flop""}"
action,15,7,gpt_5_4,check,,turn,6,1,2,2,5,
board,15,7,,,,turn,6,1,2,2,5,"{""community_cards"": [""3H"", ""9S"", ""QC"", ""KC""], ""street"": ""turn""}"
action,15,8,gpt_5_4,check,,river,6,1,2,2,5,
board,15,8,,,,river,6,1,2,2,5,"{""community_cards"": [""3H"", ""9S"", ""QC"", ""KC"", ""4D""], ""street"": ""river""}"
action,15,9,gpt_5_4,check,,none,,,,2,5,
board,15,9,,,,none,,,,2,5,"{""community_cards"": [], ""street"": ""none""}"
hand_end,15,,,,,,,,,,,"{""winners"": [{""hand_name"": ""High Card"", ""player_id"": ""grok_ai"", ""seat"": 6, ""amount"": 35}], ""last_pot"": 0}"
hand_start,16,,,,,,1,2,3,2,5,"{""stacks_before_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 538}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 950}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 948}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 853}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 1015}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1696}}, ""stacks_after_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 538}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 948}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 943}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 853}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 1015}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1696}}, ""pot"": 7, ""hole_cards_by_player"": {""claude_4_6_opus"": [""6C"", ""6H""], ""gpt_5_4"": [""9S"", ""10D""], ""deepseek_v3_2"": [""KD"", ""4H""], ""gemini_3_1"": [""5S"", ""9C""], ""grok_ai"": [""8D"", ""KC""], ""mistral_large_3"": [""4D"", ""6S""]}, ""community_cards"": []}"
action,16,1,deepseek_v3_2,fold,,preflop,1,2,3,2,5,
action,16,2,mistral_large_3,fold,,preflop,1,2,3,2,5,
action,16,3,grok_ai,raise,15,preflop,1,2,3,2,5,
action,16,4,gpt_5_4,call,,preflop,1,2,3,2,5,
action,16,5,claude_4_6_opus,call,,preflop,1,2,3,2,5,
action,16,6,gemini_3_1,fold,,flop,1,2,3,2,5,
board,16,6,,,,flop,1,2,3,2,5,"{""community_cards"": [""10C"", ""6D"", ""2D""], ""street"": ""flop""}"
action,16,7,claude_4_6_opus,bet,30,flop,1,2,3,2,5,
action,16,8,grok_ai,call,,flop,1,2,3,2,5,
action,16,9,gpt_5_4,call,,turn,1,2,3,2,5,
board,16,9,,,,turn,1,2,3,2,5,"{""community_cards"": [""10C"", ""6D"", ""2D"", ""JC""], ""street"": ""turn""}"
action,16,10,claude_4_6_opus,bet,90,turn,1,2,3,2,5,
action,16,11,grok_ai,call,,turn,1,2,3,2,5,
action,16,12,gpt_5_4,call,,river,1,2,3,2,5,
board,16,12,,,,river,1,2,3,2,5,"{""community_cards"": [""10C"", ""6D"", ""2D"", ""JC"", ""AD""], ""street"": ""river""}"
action,16,13,claude_4_6_opus,bet,250,river,1,2,3,2,5,
action,16,14,grok_ai,fold,,river,1,2,3,2,5,
action,16,15,gpt_5_4,call,,none,,,,2,5,
board,16,15,,,,none,,,,2,5,"{""community_cards"": [], ""street"": ""none""}"
hand_end,16,,,,,,,,,,,"{""winners"": [{""hand_name"": ""Three of a Kind"", ""player_id"": ""claude_4_6_opus"", ""seat"": 2, ""amount"": 910}], ""last_pot"": 0}"
hand_start,17,,,,,,2,3,4,2,5,"{""stacks_before_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 153}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 1475}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 943}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 853}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 1015}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1561}}, ""stacks_after_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 153}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 1475}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 941}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 848}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 1015}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1561}}, ""pot"": 7, ""hole_cards_by_player"": {""claude_4_6_opus"": [""KS"", ""5C""], ""gpt_5_4"": [""9S"", ""8S""], ""deepseek_v3_2"": [""9C"", ""6C""], ""gemini_3_1"": [""KH"", ""JH""], ""grok_ai"": [""6D"", ""6S""], ""mistral_large_3"": [""7D"", ""8D""]}, ""community_cards"": []}"
action,17,1,mistral_large_3,raise,12,preflop,2,3,4,2,5,
action,17,2,grok_ai,call,,preflop,2,3,4,2,5,
action,17,3,gpt_5_4,call,,preflop,2,3,4,2,5,
action,17,4,claude_4_6_opus,fold,,preflop,2,3,4,2,5,
action,17,5,gemini_3_1,call,,preflop,2,3,4,2,5,
action,17,6,deepseek_v3_2,call,,flop,2,3,4,2,5,
board,17,6,,,,flop,2,3,4,2,5,"{""community_cards"": [""4S"", ""8H"", ""10C""], ""street"": ""flop""}"
action,17,7,gemini_3_1,check,,turn,2,3,4,2,5,
board,17,7,,,,turn,2,3,4,2,5,"{""community_cards"": [""4S"", ""8H"", ""10C"", ""3S""], ""street"": ""turn""}"
action,17,8,gemini_3_1,check,,river,2,3,4,2,5,
board,17,8,,,,river,2,3,4,2,5,"{""community_cards"": [""4S"", ""8H"", ""10C"", ""3S"", ""AD""], ""street"": ""river""}"
action,17,9,gemini_3_1,check,,none,,,,2,5,
board,17,9,,,,none,,,,2,5,"{""community_cards"": [], ""street"": ""none""}"
hand_end,17,,,,,,,,,,,"{""winners"": [{""hand_name"": ""Pair"", ""player_id"": ""gpt_5_4"", ""seat"": 1, ""amount"": 60}], ""last_pot"": 0}"
hand_start,18,,,,,,3,4,5,2,5,"{""stacks_before_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 201}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 1475}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 931}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 841}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 1003}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1549}}, ""stacks_after_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 201}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 1475}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 931}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 839}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 998}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1549}}, ""pot"": 7, ""hole_cards_by_player"": {""claude_4_6_opus"": [""8S"", ""9H""], ""gpt_5_4"": [""10C"", ""7H""], ""deepseek_v3_2"": [""KS"", ""KH""], ""gemini_3_1"": [""10H"", ""7D""], ""grok_ai"": [""6S"", ""9C""], ""mistral_large_3"": [""4C"", ""6C""]}, ""community_cards"": []}"
action,18,1,grok_ai,fold,,preflop,3,4,5,2,5,
action,18,2,gpt_5_4,fold,,preflop,3,4,5,2,5,
action,18,3,claude_4_6_opus,fold,,preflop,3,4,5,2,5,
action,18,4,gemini_3_1,fold,,preflop,3,4,5,2,5,
action,18,5,deepseek_v3_2,raise,20,preflop,3,4,5,2,5,
action,18,6,mistral_large_3,fold,,none,,,,2,5,
hand_end,18,,,,,,,,,,,"{""winners"": [{""hand_name"": ""fold"", ""player_id"": ""deepseek_v3_2"", ""seat"": 4, ""amount"": 25}], ""last_pot"": 0}"
hand_start,19,,,,,,4,5,6,2,5,"{""stacks_before_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 201}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 1475}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 931}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 846}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 998}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1549}}, ""stacks_after_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 201}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 1475}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 931}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 846}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 996}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1544}}, ""pot"": 7, ""hole_cards_by_player"": {""claude_4_6_opus"": [""7H"", ""QS""], ""gpt_5_4"": [""5S"", ""QH""], ""deepseek_v3_2"": [""8H"", ""5H""], ""gemini_3_1"": [""AD"", ""9D""], ""grok_ai"": [""4C"", ""8S""], ""mistral_large_3"": [""6D"", ""10C""]}, ""community_cards"": []}"
action,19,1,gpt_5_4,fold,,preflop,4,5,6,2,5,
action,19,2,claude_4_6_opus,fold,,preflop,4,5,6,2,5,
action,19,3,gemini_3_1,raise,15,preflop,4,5,6,2,5,
action,19,4,deepseek_v3_2,fold,,preflop,4,5,6,2,5,
action,19,5,mistral_large_3,fold,,preflop,4,5,6,2,5,
action,19,6,grok_ai,fold,,none,,,,2,5,
hand_end,19,,,,,,,,,,,"{""winners"": [{""hand_name"": ""fold"", ""player_id"": ""gemini_3_1"", ""seat"": 3, ""amount"": 22}], ""last_pot"": 0}"
hand_start,20,,,,,,5,6,1,2,5,"{""stacks_before_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 201}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 1475}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 938}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 846}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 996}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1544}}, ""stacks_after_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 196}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 1475}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 938}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 846}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 996}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1542}}, ""pot"": 7, ""hole_cards_by_player"": {""claude_4_6_opus"": [""AH"", ""5H""], ""gpt_5_4"": [""3H"", ""7D""], ""deepseek_v3_2"": [""10C"", ""7S""], ""gemini_3_1"": [""3D"", ""4S""], ""grok_ai"": [""8C"", ""AD""], ""mistral_large_3"": [""3S"", ""JD""]}, ""community_cards"": []}"
action,20,1,claude_4_6_opus,raise,12,preflop,5,6,1,2,5,
action,20,2,gemini_3_1,fold,,preflop,5,6,1,2,5,
action,20,3,deepseek_v3_2,fold,,preflop,5,6,1,2,5,
action,20,4,mistral_large_3,fold,,preflop,5,6,1,2,5,
action,20,5,grok_ai,call,,preflop,5,6,1,2,5,
action,20,6,gpt_5_4,fold,,flop,5,6,1,2,5,
board,20,6,,,,flop,5,6,1,2,5,"{""community_cards"": [""AC"", ""9S"", ""5C""], ""street"": ""flop""}"
action,20,7,grok_ai,bet,20,flop,5,6,1,2,5,
action,20,8,claude_4_6_opus,raise,60,flop,5,6,1,2,5,
action,20,9,grok_ai,raise,140,flop,5,6,1,2,5,
action,20,10,claude_4_6_opus,all_in,,flop,5,6,1,2,5,
action,20,11,grok_ai,call,,turn,5,6,1,2,5,
board,20,11,,,,turn,5,6,1,2,5,"{""community_cards"": [""AC"", ""9S"", ""5C"", ""10D""], ""street"": ""turn""}"
action,20,12,grok_ai,check,,river,5,6,1,2,5,
board,20,12,,,,river,5,6,1,2,5,"{""community_cards"": [""AC"", ""9S"", ""5C"", ""10D"", ""5S""], ""street"": ""river""}"
action,20,13,grok_ai,check,,none,,,,2,5,
board,20,13,,,,none,,,,2,5,"{""community_cards"": [], ""street"": ""none""}"
hand_end,20,,,,,,,,,,,"{""winners"": [{""hand_name"": ""Full House"", ""player_id"": ""claude_4_6_opus"", ""seat"": 2, ""amount"": 2955}], ""last_pot"": 0}"
